,Number of combinations,Conditions,Loan,No Loan,Conversion Ratio
22905,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 318.0),10.0,4.0,71.42857142857143
22906,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 476.0),2.0,2.0,50.0
22907,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= -2.0),62.0,72.0,46.26865671641791
22908,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 159.0),19.0,14.0,57.57575757575758
22909,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 318.0),6.0,4.0,60.0
22910,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 476.0),1.0,2.0,33.33333333333333
22911,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= -2.0),22.0,16.0,57.89473684210527
22912,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 159.0),8.0,5.0,61.53846153846154
22913,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 318.0),1.0,1.0,50.0
22914,3.0,(df['CCAvg'] >= 3.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 476.0),1.0,0.0,100.0
22915,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= -2.0),228.0,355.0,39.108061749571185
22916,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 159.0),61.0,72.0,45.86466165413533
22917,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 318.0),33.0,24.0,57.89473684210527
22918,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 476.0),11.0,7.0,61.111111111111114
22919,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= -2.0),206.0,320.0,39.163498098859314
22920,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 159.0),53.0,66.0,44.537815126050425
22921,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 318.0),28.0,23.0,54.90196078431373
22922,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 476.0),10.0,7.0,58.82352941176471
22923,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= -2.0),166.0,260.0,38.967136150234744
22924,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 159.0),43.0,50.0,46.236559139784944
22925,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 318.0),24.0,17.0,58.536585365853654
22926,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 476.0),7.0,6.0,53.84615384615385
22927,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= -2.0),148.0,226.0,39.57219251336899
22928,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 159.0),41.0,41.0,50.0
22929,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 318.0),23.0,14.0,62.16216216216216
22930,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 476.0),6.0,5.0,54.54545454545454
22931,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= -2.0),124.0,174.0,41.61073825503356
22932,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 159.0),40.0,30.0,57.14285714285714
22933,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 318.0),22.0,10.0,68.75
22934,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 476.0),6.0,3.0,66.66666666666666
22935,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= -2.0),87.0,105.0,45.3125
22936,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 159.0),27.0,18.0,60.0
22937,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 318.0),15.0,4.0,78.94736842105263
22938,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 476.0),4.0,2.0,66.66666666666666
22939,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= -2.0),62.0,59.0,51.2396694214876
22940,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 159.0),17.0,10.0,62.96296296296296
22941,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 318.0),8.0,3.0,72.72727272727273
22942,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 476.0),2.0,2.0,50.0
22943,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= -2.0),41.0,46.0,47.12643678160919
22944,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 159.0),12.0,8.0,60.0
22945,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 318.0),5.0,3.0,62.5
22946,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 476.0),1.0,2.0,33.33333333333333
22947,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= -2.0),13.0,4.0,76.47058823529412
22948,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 159.0),3.0,1.0,75.0
22949,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 318.0),1.0,0.0,100.0
22950,3.0,(df['CCAvg'] >= 4.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 476.0),1.0,0.0,100.0
22951,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= -2.0),147.0,217.0,40.38461538461539
22952,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 159.0),42.0,37.0,53.16455696202531
22953,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 318.0),24.0,16.0,60.0
22954,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 476.0),8.0,5.0,61.53846153846154
22955,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= -2.0),134.0,195.0,40.72948328267477
22956,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 159.0),38.0,35.0,52.054794520547944
22957,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 318.0),21.0,16.0,56.75675675675676
22958,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 476.0),8.0,5.0,61.53846153846154
22959,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= -2.0),107.0,174.0,38.07829181494662
22960,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 159.0),30.0,32.0,48.38709677419355
22961,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 318.0),17.0,15.0,53.125
22962,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 476.0),5.0,4.0,55.55555555555556
22963,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= -2.0),93.0,152.0,37.95918367346939
22964,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 159.0),28.0,26.0,51.85185185185185
22965,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 318.0),16.0,12.0,57.14285714285714
22966,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 476.0),4.0,3.0,57.14285714285714
22967,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= -2.0),76.0,113.0,40.21164021164021
22968,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 159.0),27.0,19.0,58.69565217391305
22969,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 318.0),15.0,9.0,62.5
22970,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 476.0),4.0,2.0,66.66666666666666
22971,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= -2.0),54.0,54.0,50.0
22972,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 159.0),19.0,8.0,70.37037037037037
22973,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 318.0),11.0,3.0,78.57142857142857
22974,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 476.0),3.0,1.0,75.0
22975,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= -2.0),42.0,31.0,57.534246575342465
22976,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 159.0),12.0,5.0,70.58823529411765
22977,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 318.0),7.0,2.0,77.77777777777779
22978,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 476.0),2.0,1.0,66.66666666666666
22979,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= -2.0),25.0,23.0,52.083333333333336
22980,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 159.0),7.0,4.0,63.63636363636363
22981,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 318.0),4.0,2.0,66.66666666666666
22982,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 476.0),1.0,1.0,50.0
22983,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= -2.0),7.0,2.0,77.77777777777779
22984,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 159.0),2.0,1.0,66.66666666666666
22985,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 318.0),1.0,0.0,100.0
22986,3.0,(df['CCAvg'] >= 5.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= 476.0),1.0,0.0,100.0
22987,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= -2.0),84.0,183.0,31.46067415730337
22988,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 159.0),24.0,34.0,41.37931034482759
22989,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 318.0),18.0,16.0,52.94117647058824
22990,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 476.0),7.0,5.0,58.333333333333336
22991,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= -2.0),77.0,168.0,31.428571428571427
22992,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 159.0),23.0,32.0,41.81818181818181
22993,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 318.0),17.0,16.0,51.515151515151516
22994,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 476.0),7.0,5.0,58.333333333333336
22995,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= -2.0),57.0,148.0,27.80487804878049
22996,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 159.0),17.0,30.0,36.17021276595745
22997,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 318.0),14.0,15.0,48.275862068965516
22998,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 476.0),4.0,4.0,50.0
22999,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= -2.0),52.0,127.0,29.05027932960894
23000,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 159.0),16.0,25.0,39.02439024390244
23001,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 318.0),13.0,12.0,52.0
23002,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 476.0),3.0,3.0,50.0
23003,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= -2.0),44.0,98.0,30.985915492957744
23004,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 159.0),16.0,18.0,47.05882352941176
23005,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 318.0),13.0,9.0,59.09090909090909
23006,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 476.0),3.0,2.0,60.0
23007,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= -2.0),33.0,51.0,39.285714285714285
23008,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 159.0),12.0,8.0,60.0
23009,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 318.0),10.0,3.0,76.92307692307693
23010,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 476.0),2.0,1.0,66.66666666666666
23011,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= -2.0),24.0,31.0,43.63636363636363
23012,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 159.0),6.0,5.0,54.54545454545454
23013,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 318.0),6.0,2.0,75.0
23014,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 476.0),1.0,1.0,50.0
23015,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= -2.0),15.0,23.0,39.473684210526315
23016,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 159.0),3.0,4.0,42.857142857142854
23017,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 318.0),3.0,2.0,60.0
23018,3.0,(df['CCAvg'] >= 6.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= -2.0),4.0,2.0,66.66666666666666
23019,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= -2.0),38.0,97.0,28.14814814814815
23020,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 159.0),13.0,20.0,39.39393939393939
23021,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 318.0),11.0,10.0,52.38095238095239
23022,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 476.0),5.0,3.0,62.5
23023,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= -2.0),36.0,92.0,28.125
23024,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 159.0),12.0,20.0,37.5
23025,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 318.0),10.0,10.0,50.0
23026,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 476.0),5.0,3.0,62.5
23027,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= -2.0),25.0,89.0,21.929824561403507
23028,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 159.0),9.0,19.0,32.142857142857146
23029,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 318.0),7.0,10.0,41.17647058823529
23030,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 476.0),2.0,3.0,40.0
23031,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= -2.0),23.0,75.0,23.46938775510204
23032,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 159.0),8.0,15.0,34.78260869565217
23033,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 318.0),6.0,8.0,42.857142857142854
23034,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 476.0),1.0,3.0,25.0
23035,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= -2.0),19.0,54.0,26.027397260273972
23036,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 159.0),8.0,13.0,38.095238095238095
23037,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 318.0),6.0,7.0,46.15384615384615
23038,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 476.0),1.0,2.0,33.33333333333333
23039,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= -2.0),13.0,22.0,37.142857142857146
23040,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 159.0),4.0,5.0,44.44444444444444
23041,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 318.0),3.0,2.0,60.0
23042,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= -2.0),10.0,10.0,50.0
23043,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 159.0),2.0,2.0,50.0
23044,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= 318.0),2.0,1.0,66.66666666666666
23045,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= -2.0),7.0,5.0,58.333333333333336
23046,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 159.0),1.0,1.0,50.0
23047,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= 318.0),1.0,1.0,50.0
23048,3.0,(df['CCAvg'] >= 7.0) & (df['Experience'] >= 38.0) & (df['Mortgage'] >= -2.0),1.0,0.0,100.0
23049,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= -2.0),17.0,34.0,33.33333333333333
23050,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 159.0),4.0,6.0,40.0
23051,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 318.0),3.0,4.0,42.857142857142854
23052,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 476.0),2.0,1.0,66.66666666666666
23053,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= -2.0),16.0,34.0,32.0
23054,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 159.0),4.0,6.0,40.0
23055,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 318.0),3.0,4.0,42.857142857142854
23056,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 476.0),2.0,1.0,66.66666666666666
23057,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= -2.0),11.0,32.0,25.581395348837212
23058,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 159.0),3.0,6.0,33.33333333333333
23059,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 318.0),2.0,4.0,33.33333333333333
23060,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 476.0),1.0,1.0,50.0
23061,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= -2.0),10.0,26.0,27.77777777777778
23062,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 159.0),3.0,5.0,37.5
23063,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 318.0),2.0,3.0,40.0
23064,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 476.0),1.0,1.0,50.0
23065,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= -2.0),7.0,16.0,30.434782608695656
23066,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 159.0),3.0,4.0,42.857142857142854
23067,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 318.0),2.0,2.0,50.0
23068,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 476.0),1.0,0.0,100.0
23069,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= -2.0),4.0,9.0,30.76923076923077
23070,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 159.0),2.0,2.0,50.0
23071,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 318.0),1.0,1.0,50.0
23072,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= -2.0),2.0,1.0,66.66666666666666
23073,3.0,(df['CCAvg'] >= 8.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= -2.0),2.0,0.0,100.0
23074,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= -2.0),6.0,0.0,100.0
23075,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 0.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23076,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= -2.0),6.0,0.0,100.0
23077,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 5.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23078,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= -2.0),5.0,0.0,100.0
23079,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 10.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23080,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= -2.0),5.0,0.0,100.0
23081,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 14.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23082,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= -2.0),3.0,0.0,100.0
23083,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 19.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23084,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= -2.0),3.0,0.0,100.0
23085,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 24.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23086,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 29.0) & (df['Mortgage'] >= -2.0),2.0,0.0,100.0
23087,3.0,(df['CCAvg'] >= 9.0) & (df['Experience'] >= 33.0) & (df['Mortgage'] >= -2.0),2.0,0.0,100.0
23088,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),480.0,4520.0,9.6
23089,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),131.0,593.0,18.093922651933703
23090,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),63.0,100.0,38.65030674846626
23091,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),19.0,12.0,61.29032258064516
23092,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),479.0,2132.0,18.345461509000383
23093,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),131.0,413.0,24.080882352941178
23094,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),63.0,100.0,38.65030674846626
23095,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),19.0,12.0,61.29032258064516
23096,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),381.0,541.0,41.3232104121475
